OBJECTID,STRKAFS,NAVN,FORKORTELSE,FRA_KM,TIL_KM,KM,BANEKLASSE,BEMAERKNING,BTRTYPE,CENTER_UTM_X,CENTER_UTM_Y,HVDSTRK,HVDSTRK_NAVN,HVDSTRK_FORK,DELSTRK_NAVN,DELSTRK_FORK,DELSTRK,BANENR,BANENR_NAVN,BANENR_FORK,KPMSTRK,RELEASE,RELEASEDATO,STRKAFS_PARENT,TIB,SOURCEOBJECTID,BTRTYPETEKST,BANEKLASSETEKST,CENTER_GPS_X,CENTER_GPS_Y,GLOBALID,Shape__Area,Shape__Length
367411,28034,Rødby Øst - Rødby Færge,Rfø-Rf,181.816,182.538,,3,Gammel kilometrering,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,1002,2073,Fri Bane,Lokalbane I,,,58531aa1-2d81-4c11-a749-1114b39d071c,6993.59838867188,2909.59839301846
367412,28175,Holeby,Hby,173.8,178.4,177.082,3,Projekteret kilometrering,2,656758.605368,6061988.293504,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,,28811,Station,Lokalbane I,11.43153737,54.68081298,90512c05-c8f8-4975-a0dc-5c9468466c94,154174.95703125,9261.54349868619
367413,28180,Holeby - Rødby Portal,Hby-Rdp,178.4,178.9,,3,Projekteret kilometrering,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,,28813,Fri Bane,Lokalbane I,,,800256ab-ec91-4fc3-943a-fb4bee6713b9,24079.8020019531,1278.25685520366
367414,29000,Rødby Færge,Rf,182.538,183.514,183.2,3,Gammel kilometrering,2,651959.8977584,6058963.44055714,2,Vigerslev - Rødby Færge,Ig-Rf,Rødby Færge,Rf,29000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,1002,2201,Station,Lokalbane I,11.35560084,54.65512196,07d50b20-432f-4798-ae36-d546077fd9a4,289742.371337891,8685.38300762629
367415,32024,Nykøbing Falster - Væggerløse,Nf-Vø,147.975,152.826,,4,,1,,,3,Nykøbing Falster - Gedser,Nf-Ge,Nykøbing Falster - Gedser,Nf-Ge,32000,30,(Nykøbing Falster) - Gedser,Nf-Ge,3,,6/17/2026 8:54:23 AM,,,2116,Fri Bane,Lokalbane II,,,2800ab94-7d89-43ef-bda5-750ee5bd4452,99867.0239257813,9785.84218116553
367416,32029,Væggerløse,Vø,152.826,153.959,153.515,4,,3,687706.14898012,6067139.03696749,3,Nykøbing Falster - Gedser,Nf-Ge,Nykøbing Falster - Gedser,Nf-Ge,32000,30,(Nykøbing Falster) - Gedser,Nf-Ge,3,,6/17/2026 8:54:23 AM,,,1852,Teknisk Station,Lokalbane II,11.91425768,54.71646665,541b2370-5612-457c-bfb5-291a906e5625,38296.8525390625,2366.78214684811
367417,32030,Væggerløse - Fiskebæk,Vø-Fi,153.959,161.436,,4,,1,,,3,Nykøbing Falster - Gedser,Nf-Ge,Nykøbing Falster - Gedser,Nf-Ge,32000,30,(Nykøbing Falster) - Gedser,Nf-Ge,3,,6/17/2026 8:54:23 AM,,,2044,Fri Bane,Lokalbane II,,,a565d2fc-d4eb-4555-9a69-8116255cd894,177397.247070313,15236.669576796
367418,32037,Fiskebæk,Fi,161.436,162.542,161.913,4,,3,687293.89932739,6058969.2293177,3,Nykøbing Falster - Gedser,Nf-Ge,Nykøbing Falster - Gedser,Nf-Ge,32000,30,(Nykøbing Falster) - Gedser,Nf-Ge,3,,6/17/2026 8:54:23 AM,,,1836,Teknisk Station,Lokalbane II,11.90262631,54.64329345,b52cdb06-879f-46e0-b37f-461ade806f0e,31319.3195800781,2306.40177776828
367419,32038,Fiskebæk - Gedser,Fi-Ge,162.542,168.883,,4,,1,,,3,Nykøbing Falster - Gedser,Nf-Ge,Nykøbing Falster - Gedser,Nf-Ge,32000,30,(Nykøbing Falster) - Gedser,Nf-Ge,3,,6/17/2026 8:54:23 AM,,,2126,Fri Bane,Lokalbane II,,,f315952b-3715-4968-84b8-b908edcc354c,131811.905273438,12941.9405854085
367420,33000,Gedser,Ge,168.883,169.963,169.856,4,,2,689054.0676742,6051893.10569965,3,Nykøbing Falster - Gedser,Nf-Ge,Gedser,Ge,33000,30,(Nykøbing Falster) - Gedser,Nf-Ge,3,,6/17/2026 8:54:23 AM,,,1883,Station,Lokalbane II,11.92530364,54.57912702,4e90e495-b14d-41f0-b026-5eb8d3d828ee,50207.1555175781,2118.88201338305
367421,42034,Roskilde - Gadstrup,Ro-Gt,32.291,39,,3,,1,,,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,"4,1004",29123,Fri Bane,Lokalbane I,,,7d18b483-e387-4eeb-bcaa-9853253fdf80,216129.079833984,14728.6166739778
367422,42039,Gadstrup,Gt,39,40,39.438,3,,2,695406.69624154,6162905.13037321,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29124,Station,Lokalbane I,12.09958732,55.57287698,b6d39157-9548-4c27-89f8-f7627a00cf3a,28424.03125,2060.04865031271
367423,42076,Haslev - Holme-Olstrup,Hz-Ol,74.8,84.6,,3,,1,,,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29442,Fri Bane,Lokalbane I,,,6fe210bb-db37-457a-b9a6-456565bcf973,218107.759765625,20032.0507672651
367424,42085,Holme-Olstrup,Ol,84.6,85.6,85.262,3,,2,681018.90804881,6127540.93522232,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29448,Station,Lokalbane I,11.84874572,55.26105208,5dce6879-f97b-4f84-b6b5-f10ec5aec4ef,39271.8908691406,2082.37245920683
367425,42086,Holme-Olstrup - Næstved,Ol-Næ,85.6,91.674,,3,,1,,,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,"4,1004",29451,Fri Bane,Lokalbane I,,,7bd068c6-c56f-4c1f-9e2a-fcb95dd6f808,159893.945068359,12281.3875379734
367426,42089,Næstved Nord,Næn,89.503,89.652,89.578,3,,4,677136.07762042,6125950.4136631,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,42086,4,2459,Trinbræt,Lokalbane I,11.78672235,55.24818626,6bbd5452-a926-4fc0-b099-0edc6ee1f6a8,2697.57836914063,344.285009051167
367427,42042,Gadstrup - Havdrup,Gt-Hd,40,42.4,,3,,1,,,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29127,Fri Bane,Lokalbane I,,,5f87fdd0-368f-495d-9e9b-4db8ffb7691c,57031.0678710938,4890.93637464832
367428,42043,Havdrup,Hd,42.4,43.4,42.887,3,,2,696660.61197423,6159695.69401562,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29130,Station,Lokalbane I,12.11716171,55.54357688,2ac06c5b-538e-4dc5-993c-836217a57d1b,21606.4470214844,2034.06838768514
367429,42044,Havdrup - Lille Skensved,Hd-Lw,43.4,46.4,,3,,1,,,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29133,Fri Bane,Lokalbane I,,,f5d91a76-f85b-43c9-b306-5fab0f46a486,84929.91796875,6121.95264573615
367430,42047,Lille Skensved,Lw,46.4,47.8,46.772,3,,2,698291.21761937,6156189.65234957,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29153,Station,Lokalbane I,12.14045482,55.51146056,c6266d27-d79a-449a-8a92-72e705ee7678,68005.0983886719,4349.19515711775
367431,42048,Lille Skensved - Køge,Lw-Kj,47.8,52,,3,,1,,,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29156,Fri Bane,Lokalbane I,,,69392c2c-773a-4463-9bc6-849fae509cee,99285.8063964844,8660.54301084546
367432,42051,Ølby,Ølb,50.836,50.985,50.9,3,,4,700616.33446601,6152857.29956888,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,42048,1004,11857,Trinbræt,Lokalbane I,12.17480782,55.48061418,7390e294-3a34-47d4-89fe-c1cb3bde6294,3642.19189453125,347.349279811995
367433,42053,Køge,Kj,52,54.4,53.679,3,,2,701497.13163619,6150300.3647429,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,"618,1004",29142,Station,Lokalbane I,12.18686973,55.45731189,619752d6-3220-42fd-aa25-2d20810df042,200810.005859375,12877.5708810268
367434,42056,Køge - Herfølge,Kj-Hf,54.4,58.8,,3,,1,,,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29145,Fri Bane,Lokalbane I,,,6e8d1e92-a994-44c1-a73c-013204e440c4,99347.078125,8986.37738776952
367435,42059,Herfølge,Hf,58.8,59.8,59.239,3,,2,698547.83335114,6145756.68599893,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29149,Station,Lokalbane I,12.13706464,55.41774943,36625926-ce10-4173-87fb-273bbd0bd8fe,26091.9252929688,2045.95643928252
367436,42060,Herfølge - Tureby,Hf-Th,59.8,65,,3,,1,,,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29159,Fri Bane,Lokalbane I,,,711fdfc4-5fdd-4b2b-b64e-24eeb45b85f1,106580.023925781,10491.2864335831
367437,42065,Tureby,Th,65,66,65.569,3,,2,694900.84445332,6140643.74418884,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29152,Station,Lokalbane I,12.07596848,55.37333471,b2ffd7ac-7d7c-4d4e-8eb4-6a15a1365669,28010.3696289063,2078.10833005595
367438,42068,Tureby - Haslev,Th-Hz,66,73.8,,3,,1,,,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29164,Fri Bane,Lokalbane I,,,80150acc-0724-4ff1-ad31-8b17aebc512c,166681.184570313,15730.6695882295
367439,42075,Haslev,Hz,73.8,74.8,74.359,3,,2,687826.06412899,6135452.18435733,4,Roskilde - Næstved,Ro-Næ,Roskilde - Næstved,Ro-Næ,42000,40,(Roskilde) - Næstved,Ro-Næ,4,,6/17/2026 8:54:23 AM,,1004,29167,Station,Lokalbane I,11.96100147,55.3295026,a6eb9244-b5ed-450b-bfc9-ad7a4f4dc967,28340.4135742188,2063.45665670381
367440,26007,Nørre Alslev,Nv,131.617,132.08,131.812,7,,4,685042.49126647,6087107.38961275,2,Vigerslev - Rødby Færge,Ig-Rf,Orehoved - Nykøbing Falster,Oh-Nf,26000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,26004,1002,28552,Trinbræt,Regionalbane,11.88571422,54.89667615,d942f379-3083-464d-90c6-6aa02638bdc4,14797.1586914063,1040.27448355452
367441,26011,Eskilstrup,Ek,135,138,136.313,7,,2,685208.68646976,6082609.41126076,2,Vigerslev - Rødby Færge,Ig-Rf,Orehoved - Nykøbing Falster,Oh-Nf,26000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24802,Station,Regionalbane,11.88541469,54.85624439,fd928ea8-552f-4b93-bfe6-1b3acfb646ad,101813.66015625,6144.1308960979
367442,26014,Eskilstrup - Nykøbing Falster,Ek-Nf,138,144.6,,7,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Orehoved - Nykøbing Falster,Oh-Nf,26000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24801,Fri Bane,Regionalbane,,,dfdf4441-35d4-443f-9fd6-de99195b6dac,167158.556640625,13333.3215535704
367443,27000,Nykøbing Falster,Nf,144.6,147.2,146.402,7,,2,685122.02555396,6072658.64054549,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster,Nf,27000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24482,Station,Regionalbane,11.87770666,54.76696493,504faa70-5fc1-4076-8352-18206c7928cc,209598.822509766,7772.03201869695
367444,28002,Nykøbing Falster - Nykøbing Falster Vest,Nf-Nfv,147.2,148,,3,Projekteret kilometrering,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,1002,24486,Fri Bane,Lokalbane I,,,64ad411e-66e5-4b6c-a6e6-0e8aeed224d9,24868.2341308594,1740.19754647421
367445,28003,Nykøbing Falster Vest,Nfv,148,150.2,148.238,3,Projekteret kilometrering,3,683851.9029,6071424.3036,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,"632,1002",28815,Teknisk Station,Lokalbane I,11.85720902,54.7563525,614c6d3e-4204-4107-b197-c697e0d59771,99897.623046875,5434.56248273638
367446,28004,Nykøbing Falster Vest - Lolland Midt,Nfv-Llm,150.2,160.8,,3,Projekteret kilometrering,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,1002,28809,Fri Bane,Lokalbane I,,,95278b5b-b6ec-46e3-8f3b-cb02d0dd28dd,348571.739990234,21326.4938369723
367447,28019,Lolland Midt,Llm,160.8,166.4,163.6,3,Projekteret kilometrering,3,669472.09832971,6066198.82905504,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,,28810,Teknisk Station,Lokalbane I,11.63096504,54.7144975,17fcbaf0-6cb4-4a8b-8342-efde887876c0,212872.740722656,11338.8818980532
367448,28020,Lolland Midt - Holeby,Llm-Hby,166.4,173.8,,3,Projekteret kilometrering,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,,28807,Fri Bane,Lokalbane I,,,6463d7b0-f028-4166-87e0-0d3c217be0a2,240563.285888672,14871.2078393695
367449,28028,Holeby - Rødby Øst,Hby-Rfø,179.4,180.6,,3,Gammel kilometrering,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,,28814,Fri Bane,Lokalbane I,,,27ac643f-81a7-4ee4-ab58-e0b675ac532d,36945.9338378906,2463.67370639027
367450,77000,Østerport,Kk,14.063,15.317,0,1,,3,725722.686402,6178532.4484,7,Lersøen - Østerport,Ler-Kk,Østerport,Kk,77000,70,Lersøen - Østerport,Ler-Kk,7,,6/17/2026 8:54:23 AM,,7,34353,Teknisk Station,Godsbane,12.59229922,55.69993282,fc83e851-1e44-4495-b423-0331d673c87a,27705.2026367188,4058.31702704657
367451,92038,Hillerød - Fredensborg,Hi-Fd,37.366,44.889,,6,,1,,,9,Hillerød - Snekkersten,Hi-Sq,Hillerød - Snekkersten,Hi-Sq,92000,,,,92,,6/17/2026 8:54:23 AM,,9,1993,Fri Bane,Privatbane,,,33de58a9-cceb-4294-baf7-63dd90a7971f,134906.867675781,15114.920270006
367452,92041,Grønholt,Grt,41.69,41.75,41.74,6,,4,710356.4715,6205991.6292,9,Hillerød - Snekkersten,Hi-Sq,Hillerød - Snekkersten,Hi-Sq,92000,,,,92,,6/17/2026 8:54:23 AM,92038,9,36385,Trinbræt,Privatbane,12.36948625,55.95313923,979183c2-0533-4f36-9206-a4e4a8fe366c,1546.4423828125,204.60568843967
367453,92043,Kratbjerg,Krb,43.78,43.87,43.82,6,,4,711687.8011,6207517.1433,9,Hillerød - Snekkersten,Hi-Sq,Hillerød - Snekkersten,Hi-Sq,92000,,,,92,,6/17/2026 8:54:23 AM,92038,9,2508,Trinbræt,Privatbane,12.39196735,55.96623758,b08389a1-a90a-46d6-9130-72e167979097,1823.8798828125,219.775252205576
367454,92045,Fredensborg,Fd,44.889,46.123,45.404,6,,2,712557.54313017,6208766.65301982,9,Hillerød - Snekkersten,Hi-Sq,Hillerød - Snekkersten,Hi-Sq,92000,,,,92,,6/17/2026 8:54:23 AM,,9,1834,Station,Privatbane,12.40686181,55.97706061,9f92e319-fd9e-4a6e-afd9-120464e90d6e,32075.755859375,2536.53866953591
367455,92048,Fredensborg - Snekkersten,Fd-Sq,46.123,56.804,,6,,1,,,9,Hillerød - Snekkersten,Hi-Sq,Hillerød - Snekkersten,Hi-Sq,92000,,,,92,,6/17/2026 8:54:23 AM,,9,2058,Fri Bane,Privatbane,,,8086e13c-ec79-4859-921f-27d20a1d40e9,205359.926269531,21527.6604668036
367456,92049,Langerød,Lrt,48.2,48.29,48.23,6,,4,715292.0336,6209368.179,9,Hillerød - Snekkersten,Hi-Sq,Hillerød - Snekkersten,Hi-Sq,92000,,,,92,,6/17/2026 8:54:23 AM,92048,9,36402,Trinbræt,Privatbane,12.45108216,55.98123763,b3d2bbca-3f28-4265-b823-2f8b5fc7528d,1327.21826171875,196.807850687063
367457,92051,Kvistgård,Kå,51.71,51.81,51.76,6,,4,718482.6805,6210591.8102,9,Hillerød - Snekkersten,Hi-Sq,Hillerød - Snekkersten,Hi-Sq,92000,,,,92,,6/17/2026 8:54:23 AM,92048,9,36403,Trinbræt,Privatbane,12.503114,55.99077046,8cfef259-8f39-4900-8ef7-b3c5504eec82,4653.37890625,298.648588474017
367458,92055,Mørdrup,Møt,53.92,54.14,54.02,6,,4,720258.5783,6211954.3218,9,Hillerød - Snekkersten,Hi-Sq,Hillerød - Snekkersten,Hi-Sq,92000,,,,92,,6/17/2026 8:54:23 AM,92048,9,36404,Trinbræt,Privatbane,12.53264348,56.00217781,ec0417e7-6be3-4d72-ae40-e1424b694eda,4568.728515625,516.573862925669
367459,101000,København H,Kh,0,0.93,0,2,,2,724209.6955094,6175420.59338314,10,København H - Helsingør,Kh-Hg,København H,Kh,101000,10,København H - Helsingør,Kh-Hg,10,,6/17/2026 8:54:23 AM,,10,1857,Station,Hovedbane,12.56572955,55.67272707,6ca1bcb5-7162-4371-95e0-e9d73d443cd7,52057.1284179688,1976.30868289064
367460,102002,København H - Østerport,Kh-Kk,0.93,2.113,,7,,1,,,10,København H - Helsingør,Kh-Hg,København H - Hellerup,Kh-Hl,102000,10,København H - Helsingør,Kh-Hg,10,,6/17/2026 8:54:23 AM,,10,2066,Fri Bane,Regionalbane,,,357920b7-44f2-4937-957c-76c7a9c3540a,17672.306640625,2409.17967402593
367461,52034,Roskilde - Lejre,Ro-Lj,32.927,39.606,,7,,1,,,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,5,1995,Fri Bane,Regionalbane,,,d91416f5-8d74-493d-8f17-cd6fcbcf753c,434410.981201172,19902.6053169344
367462,52041,Lejre,Lj,39.606,41.738,40.776,7,,2,687167.38823787,6166070.28558663,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,5,1848,Station,Regionalbane,11.97124126,55.60451203,767fe3e6-7634-4d4b-a57f-802977e99b31,94200.6721191406,4469.40627731852
367463,52042,Lejre - Hvalsø,Lj-Hv,41.738,47.268,,7,,1,,,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,5,2029,Fri Bane,Regionalbane,,,0d7a46bf-aa43-4cea-a33b-06ad3c1dc43a,152799.864501953,11244.5625585136
367464,52049,Hvalsø,Hv,47.268,50.625,48.318,7,,2,680192.20449253,6164753.10190947,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,5,3843,Station,Regionalbane,11.8598087,55.59532215,a62f7fb8-16dc-47c3-989b-b1b20922072f,116138.413574219,6862.25236859648
367465,52050,Hvalsø - Tølløse,Hv-Tø,50.625,53.705,,7,,1,,,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,5,3844,Fri Bane,Regionalbane,,,5b990620-3f2d-49dc-a421-bff7b9d92f3d,87515.1652832031,6456.79376432154
367466,52055,Tølløse,Tø,53.705,55.936,54.6,7,,2,674655.12779203,6166386.49619799,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,"5,616",3845,Station,Regionalbane,11.77308232,55.61199858,d68d352d-f97a-4aa8-8177-6ef6d6a6c164,96059.2810058594,5274.51308465625
367467,52056,Tølløse - Vipperød,Tø-Pe,55.936,60.522,,7,,1,,,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,5,3846,Fri Bane,Regionalbane,,,55c028f2-2a7b-4b9d-8f5b-c8a7c88aaad7,114290.561523438,9350.71191156366
367468,52061,Vipperød,Pe,60.522,62.067,61.16,7,,2,672257.10416571,6172413.11192316,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,5,3842,Station,Regionalbane,11.73883072,55.66694316,50a52316-d17e-43c5-81c2-0c8057f4372d,59572.0903320313,3235.7757433493
367469,52062,Vipperød - Holbæk,Pe-Hk,62.067,65.656,,7,,1,,,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,5,3841,Fri Bane,Regionalbane,,,92a8c880-99a6-4ee1-8466-65268d5c6c92,113043.307861328,7330.1594105545
367470,52067,Holbæk,Hk,65.656,67.885,67.005,7,,2,670121.34201255,6177747.31571716,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,79,(Roskilde) - Holbæk,Ro-Hk,5,,6/17/2026 8:54:23 AM,,"5,609",2215,Station,Regionalbane,11.70822526,55.71557216,cf1a01b0-6053-4b04-b431-14f21a46ebbf,137668.399902344,7131.4078916153
367471,52068,Holbæk - Regstrup,Hk-Rt,67.885,74.662,,3,,1,,,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,51,(Holbæk) - Kalundborg,Hk-Kb,5,,6/17/2026 8:54:23 AM,,5,2051,Fri Bane,Lokalbane I,,,9f0bf8ce-b13c-4430-82b6-17c0285bcb9f,167038.711914063,13676.0523614787
367472,52075,Regstrup,Rt,74.662,75.884,75.177,3,,2,664282.06456627,6173290.63300942,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,51,(Holbæk) - Kalundborg,Hk-Kb,5,,6/17/2026 8:54:23 AM,,5,1840,Station,Lokalbane I,11.61270682,55.67758213,64a1ebec-11f6-4ca3-bebe-a4159abdadf1,27831.4943847656,2535.19213393271
367473,52076,Regstrup - Mørkøv,Rt-Mø,75.884,82.266,,3,,1,,,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,51,(Holbæk) - Kalundborg,Hk-Kb,5,,6/17/2026 8:54:23 AM,,5,2062,Fri Bane,Lokalbane I,,,34662329-da4c-4c70-bbad-8bbb95711bce,126347.161376953,12987.8718973489
367474,52079,Knabstrup,Ks,79.358,79.56,79.432,3,,4,660599.82617687,6171731.61552919,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,51,(Holbæk) - Kalundborg,Hk-Kb,5,,6/17/2026 8:54:23 AM,52076,5,2415,Trinbræt,Lokalbane I,11.55329923,55.6648193,7842098d-40d6-4649-9cd7-1b0bb02663ce,3924.66772460938,445.835472105363
367475,52083,Mørkøv,Mø,82.266,83.498,82.923,3,,2,657403.66492691,6170464.31220055,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,51,(Holbæk) - Kalundborg,Hk-Kb,5,,6/17/2026 8:54:23 AM,,5,1844,Station,Lokalbane I,11.50181378,55.65448886,c189d03a-210b-43a0-911b-3fbdb0f8196b,30634.1596679688,2552.2440181664
367476,52084,Mørkøv - Jyderup,Mø-Jy,83.498,88.834,,3,,1,,,5,Roskilde - Kalundborg,Ro-Kb,Roskilde - Kalundborg,Ro-Kb,52000,51,(Holbæk) - Kalundborg,Hk-Kb,5,,6/17/2026 8:54:23 AM,,5,2059,Fri Bane,Lokalbane I,,,457603d1-7cf2-41d6-af24-f48c269d2bc0,110015.775634766,10953.6968113009
